Image ID,Reference,Adjudicator,Timestamp,Task,Label
2092,FEC1B82B05AA8E2566A120AD1D5845F439D5096546286EE9C4D63B2664ABD0FC, ,2016-Mar-07 07:00:35,quantity,1
2093,9A7F44AC6C32CD16D48AC360525EC62885F651EA6D5AF38EED5B3D8E4D7C51D6, ,2016-Mar-08 10:52:27,model,AK
2096,CABC0FF076602537710EA0CA413D0DDBC1A2A2791BE56B828F32791B8BF48AC0, ,2016-Mar-08 10:52:27,model,Glock
2097,3CAA30AD56E09C7A1727F85F9506CC26E0EEC071965D79805CBB0BB42838768C, ,2016-Mar-07 07:00:35,quantity,1
2099,2124C03624B1417C02D849496EC372826044E70FBAD524244BABA7EE9557081B, ,2016-Mar-08 10:52:28,subject-type,other
2102,9B2B722EAFC9FC69F703BB1215C30E7371CFCAB33D9A1C754E453F27D525D8A2, ,2016-Mar-07 07:00:36,quantity,6
2102,9B2B722EAFC9FC69F703BB1215C30E7371CFCAB33D9A1C754E453F27D525D8A2, ,2016-Mar-08 10:52:28,model,80% Receiver
2104,704DEFF4B3DA242C2A95C595DCA393094F98BFDC5240F2D478E80C96A4740CBC, ,2016-Mar-08 10:52:28,subject-type,handgun
2107,5B9B8E428C34BB95368AE84C2605DA9634E3D17DDE291AE0B9B1E0B8B43209DB, ,2016-Mar-07 07:00:36,quantity,1
2107,5B9B8E428C34BB95368AE84C2605DA9634E3D17DDE291AE0B9B1E0B8B43209DB, ,2016-Mar-08 10:52:28,subject-type,handgun
2111,760AD68088EE3E2144711A4CC358FD4B6FE9F4B9879D34EB5995D0385FC21A31, ,2016-Mar-08 10:52:28,subject-type,other
2112,FF3DCE457B46DEE2994ACCD3A862D4C3957ED6400A162EBE67DAAA4036A45D32, ,2016-Mar-07 07:00:36,quantity,0
2114,8295A0D7F03450CF6C86389F52D0847EB34A1823AEA4B7DA78971F803AC2200E, ,2016-Mar-08 10:52:28,subject-type,handgun
2117,351243E19ED696B524C0E87386E7D8A62FDD7B7188F26C9F1C08F3D12EDD5FA8, ,2016-Mar-07 07:00:36,quantity,1
2121,EF582580CB4E9DD58B5FD2E75A863D27A6355A1ACEC5500A346E3AB16F378920, ,2016-Mar-08 10:52:29,subject-type,shotgun
2122,B0169B502AC1B88FCA8A313CFC3E7C20C71CF25E88385A8A9DA69083319A0C52, ,2016-Mar-07 07:00:36,quantity,1
2122,B0169B502AC1B88FCA8A313CFC3E7C20C71CF25E88385A8A9DA69083319A0C52, ,,subject-type,other
2126,782CC67E8548E599969AC2D9E4251095FD17D616E6B1F29EF928DE2042F8B43B, ,2016-Mar-08 10:52:29,model,AR
2127,4A88C7A54B81749E708D5A040B37FECE70E327D903D493C5E8FE7E748D6542C0, ,2016-Mar-07 07:00:36,quantity,0
2129,DFB17E72AFE119ADE96B6B69215BC9C63F2436830755A063675903A6A11D8DB2, ,2016-Mar-08 10:52:29,subject-type,rifle
2132,112D67F362BFEE4AFA82C5E5933ACCFC5AFF493F1E26A47C7E5178ED20B24584, ,2016-Mar-07 07:00:36,quantity,1
2132,112D67F362BFEE4AFA82C5E5933ACCFC5AFF493F1E26A47C7E5178ED20B24584, ,2016-Mar-08 10:52:29,model,Glock
2134,DB312CE9FA03A26E4B8047FE329EC4487CD8CCD0780116D1AF583FE4A195CF43, ,2016-Mar-08 10:52:29,subject-type,rifle
2137,17207F1F06FE1EFE92386DE01FB48F0DEBE2F11668B092B854A83087F34417EA, ,2016-Mar-07 07:00:36,quantity,1
2140,8024484D7676115AB443DC61181040B958E1E938DB6964A1BA85C0B7D766FEFA, ,2016-Mar-08 10:52:30,subject-type,handgun
2142,DA9EBA065868ABD155D2652561E901FC0B981EEE372F961C5AF3BAD6514CE740, ,2016-Mar-07 07:00:37,quantity,1
2144,ADDE3D09D6FC1401D111D073E0A33E96EF6E014EE1537ABB0E8923000421D521, ,2016-Mar-08 10:52:30,model,FN 5.7
2147,E50BF1F5C072E9A359628406586A1BCC0F1026F2776A9127852305AC26D1BB34, ,2016-Mar-07 07:00:37,quantity,1
2147,E50BF1F5C072E9A359628406586A1BCC0F1026F2776A9127852305AC26D1BB34, ,2016-Mar-08 10:52:30,subject-type,shotgun
2150,18D9A468B42441C477151664149826AE7EF21E86F028405D93A2BB31AFB3618A, ,2016-Mar-08 10:52:30,model,Glock
2152,EF3A42ACF8C0BADBBC1C921DBBFC75C71C13A5A38010A41D723A25573D156B59, ,2016-Mar-07 07:00:37,quantity,1
2152,EF3A42ACF8C0BADBBC1C921DBBFC75C71C13A5A38010A41D723A25573D156B59, ,2016-Mar-08 10:52:30,subject-type,rifle
2156,6B9C26BD0FD60A4D2E45F877E30A323B7406090B5887D86C3FB08C0458410D58, ,2016-Mar-08 10:52:30,subject-type,shotgun
2157,0E79AB91EF8D5737AE4A8AB934D084B515FF806EDA1DF0CFE422EC808400204C, ,2016-Mar-07 07:00:37,quantity,1
2161,1954FC5ECAFC4DA98BCE7DA353EFAEF55C7555C763B9F94D9E94544EDB4748C4, ,2016-Mar-08 10:52:31,model,Glock
2162,01CF814F746FDD0D1D7EC4B3FFF5580E66F37509D2C2F9DA4E1B1F16DBC0E0BF, ,2016-Mar-07 07:00:37,quantity,0
2166,58A76EC2A13020CA09220FEA04C5F1629B5FEE309886D58D82A5F37984D49945, ,2016-Mar-08 10:52:31,subject-type,other
2167,5D85C41A5AD5FE88414AD7AAC16FD71D359D8F60565F26147E6D3A4260F69206, ,2016-Mar-07 07:00:37,quantity,1
2170,B8A9B4C82732C7BBD6FB15B8E11AE5475B9FB79EB05385FCCFA45C82D4166487, ,2016-Mar-08 10:52:31,subject-type,other
2172,C02D5B02E13783BED91755E16418E2BCF73D43E13645F9E1A5F68FF9A913587E, ,2016-Mar-07 07:00:37,quantity,1
2173,60A48E9816E5D452B0BB15C76DEE708B96B28C63C418619F93503C669B135121, ,2016-Mar-08 10:52:31,subject-type,rifle
2176,81CDF9E67A011EA28B9385925FDDF3AEBA84574C045C5F8DF2D63B1E48337470, ,2016-Mar-08 10:52:31,model,Glock
2177,027F93A9663E01A0FB9962BA78BB018995D3343F7CFB9283841B0353E4D724CB, ,2016-Mar-07 07:00:37,quantity,1
2178,E70DA24D5465E6257C9CB2E352D5B1A0037FBC52FD72100132A37F7098C5A716, ,2016-Mar-08 10:52:31,subject-type,handgun
2182,FBD07101216B1DD296C75184C4A3E7C0CBAB48D611DE1FAD5A860FFC59AF03EF, ,2016-Mar-07 07:00:38,quantity,1
2182,FBD07101216B1DD296C75184C4A3E7C0CBAB48D611DE1FAD5A860FFC59AF03EF, ,2016-Mar-08 10:52:32,model,Glock
2185,F92EA3522BB96D6D2673B4E0C621937DB472305A22691CE811BE6A2DAA9B2C09, ,2016-Mar-08 10:52:32,subject-type,handgun
2187,87B76B427F2C176DB1FE8BBCB5F42BFFC807A513148CAD1DED190CD4CD99187B, ,2016-Mar-07 07:00:38,quantity,0
2189,E7C6E165184E4407F16B8A62F9F7CDDA2C34CB86AC15C1BC607D07F9D31D7592, ,2016-Mar-08 10:52:32,model,AR
2192,2FB27D8E18B838B557416D5747758DE9CB04DAC8A7DD1011139B566CA9146606, ,2016-Mar-07 07:00:38,quantity,1
2192,2FB27D8E18B838B557416D5747758DE9CB04DAC8A7DD1011139B566CA9146606, ,2016-Mar-08 10:52:32,subject-type,rifle
2195,4A4B49F49FC41E8C00A50DB3421B788E79CB3001D17D73F9F26D645DF3FB8FA6, ,2016-Mar-08 10:52:32,subject-type,rifle
2197,8279E57962555EE3884195A7492D3E85CD55456EA7837AF0316F09B1429BF3D3, ,2016-Mar-07 07:00:38,quantity,1
2198,A49B92174E8A3E3664D6CEA572AFA674D09FB13E135ECA96CE635F228AD36B64, ,2016-Mar-08 10:52:32,subject-type,rifle
2201,14811D79A48530F79C94B85BF12C7C3CF773DA10E11CA145E13DDD8FA710EEE7, ,2016-Mar-08 10:52:33,subject-type,handgun
2202,635870FFA4C4E10AA4691D5E1ED9A943C3394FCA2D1CC778BDF7DAE85375A94F, ,2016-Mar-07 07:00:38,quantity,1
2205,D53E4A5FE68764B0DB696C8CE2C4B2F9FA59E43F227DDC9C4EC6AF6C4C29B5FB, ,2016-Mar-08 10:52:33,model,Glock
2207,AD6FDDBEC33806D7368FAD7D1387F1883061AD35F5EFF53660FF857D985AF9FE, ,2016-Mar-07 07:00:38,quantity,1
2208,2087FD58E47CF96ADA45B88039FA07B4732503FD07415ED75FB92A93797A840A, ,2016-Mar-08 10:52:33,model,Glock
2212,89856BB44E9F8B677848B7F4D35E306F9990241DFDC1DF89E58B913EA80706DE, ,2016-Mar-07 07:00:38,quantity,0
2212,89856BB44E9F8B677848B7F4D35E306F9990241DFDC1DF89E58B913EA80706DE, ,2016-Mar-08 10:52:33,subject-type,other
2216,DAC859F8638EF9EDBE11FA6193DD73C1E14AB108BFAB4558EC4E870B9D361845, ,2016-Mar-08 10:52:33,model,Glock
2217,22F95CC58A51E34F0639218428F599D9B5BDD0F1667AA5CC910B06506FFD6D92, ,2016-Mar-07 07:00:38,quantity,1
2219,1594688561E1FB8EED275284BAE8B98C39805E13D97D5AD48361F397B87F4A41, ,2016-Mar-08 10:52:33,model,AR
2221,CA984D48F5CC8CD223EE3E6B74D31E47E0FAA07A1293ED77D57BFF73C2851A15, ,2016-Mar-08 10:52:34,subject-type,handgun
2222,BFB5C2A86E4C9584D4487DD3E5B4176B26427FDA11620012083A4F65DC6AE795, ,2016-Mar-07 07:00:39,quantity,1
2224,1CE5F4243D6719931BCE490504879F5CC5F772BFDDDBC581AE2A53F6DF95FA21, ,2016-Mar-08 10:52:34,model,1911
2227,FCF4A700C51C404FCFE83C69913D4713D7392A26A12291CC055BB0D2869C53D0, ,2016-Mar-07 07:00:39,quantity,1
2227,FCF4A700C51C404FCFE83C69913D4713D7392A26A12291CC055BB0D2869C53D0, ,2016-Mar-08 10:52:34,subject-type,rifle
2231,407028B8804D91E78ACC42C17F5B71611461BFEB29FCF76663A71D8E3DD5B684, ,2016-Mar-08 10:52:34,model,Glock
2232,E364A8B6B783B44F5915F91275873D5B90D35BAC7D4A11D68C7EE1B10B225172, ,2016-Mar-07 07:00:39,quantity,1
2234,9B50E986D3AF12C0935C3373A62676814C9DC4E586DB1053E5C356F5E3705E45, ,2016-Mar-08 10:52:34,subject-type,rifle
2237,945A5728BD3AEAEDFBE09FDF4ED58F64260B2B2D4BF73413B3356CBFF1B54FF6, ,2016-Mar-07 07:00:39,quantity,1
2237,945A5728BD3AEAEDFBE09FDF4ED58F64260B2B2D4BF73413B3356CBFF1B54FF6, ,2016-Mar-08 10:52:34,subject-type,rifle
2240,04DA85444359F3935445EFBF0C6A96A916E82311F0FD12489A20FB73E02DA767, ,2016-Mar-08 10:52:35,model,Glock
2242,D3CE219F583EE9A945762499933542E4BCD6091DD9D53E2D8D2D87816E7E627D, ,2016-Mar-07 07:00:39,quantity,1
2243,87F12A72887056D7FDA12594DE6C26EF3F56E25736594BB248A9A2AAB357F678, ,2016-Mar-08 10:52:35,subject-type,other
2246,04CA469E24430B37B9B9484C5A2451E1DDE4ECCF5745C58A16E703D3A8D9638B, ,2016-Mar-08 10:52:35,model,Glock
2247,49513DD7E5F0AC8293CC8AA12715E363D3C4CE0E06D1361615C07C42FE501AFF, ,2016-Mar-07 07:00:39,quantity,1
2249,F74F0734D0FD0BAF85F258AE8A6F390A326C7EF09CF2F3F5595084848BC70DF0, ,2016-Mar-08 10:52:35,subject-type,other
2252,AC295700DDEA96035659B98352D739F0BD5FCC3DA83109D629CC9F3147F8AB9B, ,2016-Mar-07 07:00:39,quantity,0
2253,9852DD2B4B76369B3276B1574CB98C6F8AA79E9F70C50413C6FCD1AFDED9A202, ,2016-Mar-08 10:52:35,model,Uzi
2255,43DDA04A04AB7BABFEB585A80A5FD199E648C89D891D336124EEE75861D428AD, ,2016-Mar-08 10:52:35,subject-type,handgun
2257,D3D199F96414985DFD12361ECDA4263E0EEE1325F115975C953AB98F9607C17F, ,2016-Mar-07 07:00:39,quantity,1
2258,AC8B80C48CAA019429CF4609F271E68EC708E99F1BF2D931DE3F6186F546B110, ,2016-Mar-08 10:52:35,subject-type,shotgun
2261,022CBEC2DB5425ABAB0E03C08304A06F52FDBEB8A09AD53BA1554F2BE50F8545, ,2016-Mar-08 10:52:36,subject-type,handgun
2262,D866EC627E1ECCF5ABF84AC4F8BF46B89798AA8BF40C64E6F956C7F3063BBB93, ,2016-Mar-07 07:00:40,quantity,2
2264,BD0CD314ABD7C1A516DE3A3702FB32CF70DEEB22C7A589D59A90DA4E2FABFDBE, ,2016-Mar-08 10:52:36,subject-type,handgun
2267,C1E022A413EBBF42850C398D672268A8EEBB7142890D95C3C8C916CE96137217, ,2016-Mar-07 07:00:40,quantity,1
2267,C1E022A413EBBF42850C398D672268A8EEBB7142890D95C3C8C916CE96137217, ,2016-Mar-08 10:52:36,model,1911
2270,8FB483FA699E7538B2255A4E69C3D41910F768895B6F11F370180AA8435FF64E, ,2016-Mar-08 10:52:36,model,AR
2272,2775D3F670C737B279B1C421A5E0D803B0623CC8F9FE28DD4628718330FBD327, ,2016-Mar-07 07:00:40,quantity,0
2273,6542675B95DE0C3685534A1914558C6771DC463F1A7673427257DCE7BDC7F6C3, ,2016-Mar-08 10:52:36,model,Glock
2276,1B172ACDA5E330C961524DD37A158528929EF70CA9CDC58081F14D3493514577, ,2016-Mar-08 10:52:36,subject-type,other
2277,4272437F73CE655E3B8D5280F7BF3E8AFDE55E2844C1B7871C084FEE4970ADA5, ,2016-Mar-07 07:00:40,quantity,0
2280,AED7CFFC1DA8075E653935A0ED927212AE0372608FBE6D7E4ECE3A3A48C97BAB, ,2016-Mar-08 10:52:37,subject-type,shotgun
2282,A541835C5340F77CC6C9CEFBDFFB5FCD3C6DDA3755F44B32D246CCDC9186B1D6, ,2016-Mar-07 07:00:40,quantity,0
2284,DE6AAC75EE824153B6905D6E5DDD5818F61DD731BB063C981592FA7D7984AFF7, ,2016-Mar-08 10:52:37,subject-type,handgun
2287,D841B831117D3711B1714988B121FAB58F2F97BFBBE8571F6C9E6E707994A803, ,2016-Mar-07 07:00:40,quantity,1
2287,D841B831117D3711B1714988B121FAB58F2F97BFBBE8571F6C9E6E707994A803, ,2016-Mar-08 10:52:37,subject-type,handgun
2292,DE6F7FBD54C884D7BF800C018BAF7733C4ACB41886B5E2D4C46C56814AB6E007, ,2016-Mar-07 07:00:40,quantity,1
2292,DE6F7FBD54C884D7BF800C018BAF7733C4ACB41886B5E2D4C46C56814AB6E007, ,2016-Mar-08 10:52:37,model,Glock
2295,E5C153844B01E3285A4CAB7D2C6212B1A604E02F0AFBC954E6EB9142E27F5644, ,2016-Mar-08 10:52:37,model,Glock
2297,A8BF6C5B5E374EC9B65F5173DAA6493E39EA2C0E8C81CD4D91D260E4FC8FFEED, ,2016-Mar-07 07:00:40,quantity,1
2298,5DFAC786418B616C5A6A1ABB22EDF924185439725FE833C4A65D2F6D42DD801C, ,2016-Mar-08 10:52:37,subject-type,other
2302,564CD8E407B98F1F519E3EBB20DBFC1FC5ED20AFE75644C90EFE0201D16A12E0, ,2016-Mar-07 07:00:41,quantity,1
2302,564CD8E407B98F1F519E3EBB20DBFC1FC5ED20AFE75644C90EFE0201D16A12E0, ,2016-Mar-08 10:52:38,subject-type,rifle
2306,FFED29A7F37FE9A29DE710B301D01C1F61B860B2886790C4D60D67388EA6E945, ,2016-Mar-08 10:52:38,subject-type,rifle
2307,1D778CD530ED805D87F474780E37409F22C0AA01707A57300C8ED1ABFEEA3794, ,2016-Mar-07 07:00:41,quantity,0
2309,CB09C5A1D430CBD918BBB5E5D43AB02F9F8FFACAA4C067B15A18B461D517894B, ,2016-Mar-08 10:52:38,subject-type,handgun
2312,0639E1C11F12DF160BEFF4CB38B3DAE4CB0D2654B3E74CBB4FA28D6509C8C7C0, ,2016-Mar-07 07:00:41,quantity,1
2313,58E15AAF90DE3ED83F0BB182911043413F50B972E13271ED8706D104FC00AE5A, ,2016-Mar-08 10:52:38,quantity,0
2315,7C685B271AEF66E217F2EBADE5E6F44008FE1D906C4BAE4FF38FED60AAFC49BF, ,2016-Mar-08 10:52:38,subject-type,handgun
2318,AA43C6BB58975032F29CB7A2475632FA9CC690A4C047406B7481DC48BB56522F, ,2016-Mar-07 07:00:41,quantity,1
2318,AA43C6BB58975032F29CB7A2475632FA9CC690A4C047406B7481DC48BB56522F, ,2016-Mar-08 10:52:38,subject-type,handgun
2321,B7BC0AC28679F47D622EF36941A76E4CA89B036E474C90300A46E89E77992616, ,2016-Mar-08 10:52:38,model,Glock
2323,BB6CF382859E3B59A4390C8D2B4507D045801B453FF797334F868151A9791BDC, ,2016-Mar-07 07:00:41,quantity,1
2324,3D34615F42A3830EFADA9D1C32C5B97616CE78D70E3CEC446F2896D82F2A9E0B, ,2016-Mar-08 10:52:39,subject-type,rifle
2327,D271C57DD80D02194D5FF821680576804C423F0DEF8316A1CA736CBC8EDA543C, ,2016-Mar-08 10:52:39,subject-type,other
2328,F4898C7B92BB780A9606D8A02E1061CB0E86E8E86C9DD519DB6EE9B2AB7BCC10, ,2016-Mar-07 07:00:41,quantity,1
2330,478CF6569EA7DE1165B0DB2852B194CC13437D8C756C7861AC66B1EC8F42EF51, ,2016-Mar-08 10:52:39,model,AR
2333,401C17993E28D7CBCD8136C013413B8957A48172274A9606E12BCB82731B3E9F, ,2016-Mar-07 07:00:41,quantity,1
2334,80FFDADF78E35928AA487BCC4110065B7655C04B764F7ABFF9B443C48FC20B98, ,2016-Mar-08 10:52:39,model,AR
2337,F25C3CA4EFE6FC0C2BE7DBBA36A121C0733923512A4C0B0376676D5A67FC8399, ,2016-Mar-08 10:52:39,quantity,0
2339,3A05B61A234C7E7609E1529C002370535EE352136F7DF6363FA8AEB84D97C5D4, ,2016-Mar-07 07:00:41,quantity,1
2340,08B0B2FEB4E57D52C24BAE4A51CE3056E32D61051B77AA8CF6CB2BCE2EC49AEC, ,2016-Mar-08 10:52:39,subject-type,handgun
2343,131D1F389F2262B1A1CC8EBCDB2DC589E3938F2F683248A33853BEEC9A194A04, ,2016-Mar-08 10:52:40,subject-type,other
2344,1E0681B2DEF4715469C3AD855E49540FC71A9D976D374550DE26482FF024D9AF, ,2016-Mar-07 07:00:42,quantity,1
2347,344D418468E073C54400136FD47BB19AB5031815A70F2D7E023B5FE911BBFD32, ,2016-Mar-08 10:52:40,model,AR
2349,0A77AF86A2AB2840D452B4748F90791A35D034230DF4DA5626431D0BF69AC9BC, ,2016-Mar-07 07:00:42,quantity,1
2349,0A77AF86A2AB2840D452B4748F90791A35D034230DF4DA5626431D0BF69AC9BC, ,2016-Mar-08 10:52:40,subject-type,rifle
2352,6FDABDC8D1522B941A6C94BAD100BDFD207F2C824CD2D966320B075750FFC372, ,2016-Mar-08 10:52:40,subject-type,other
2354,D30B1E80E711E86387D274CF9D91C68A6176A9804070EA5B8072AA2BC0FEFE5B, ,2016-Mar-07 07:00:42,quantity,1
2356,761503D343BD579052FCF9E74E903E71B18FED10B111E46F64185F65E9107BD5, ,2016-Mar-08 10:52:40,model,Glock
2359,EC7B13587E6FF52F960030484A661F7C29A2D73A6AA7B5D73A3AA3D163186C11, ,2016-Mar-08 10:52:40,model,AK
2360,AC036ADABA324561566C487635A603CFC3B7149D299B7FF67A461162C4375F74, ,2016-Mar-07 07:00:42,quantity,0
2363,30EB7288686AA55F2AB77DA73D6FD098C2C6A66ED2ED8A24B722DE8815F852EB, ,2016-Mar-08 10:52:41,subject-type,rifle
2365,E33FDB319B55A6FE30F8FAAC35776AEEFD27D36736ACB892F3B659BD1795CE46, ,2016-Mar-07 07:00:42,quantity,1
2366,B86D17E19DAACD69FAA59DB53C032A024DED5A2BC82CA8E42AA0C679A26FE5E6, ,2016-Mar-08 10:52:41,subject-type,rifle
2370,FA541B7005B1EDDB3DEAD0072B6DF41150EA07D6F7F5363FB48D7DB6D53E9E9D, ,2016-Mar-07 07:00:42,quantity,1
2371,175A8B85CE7BA2C3B3A0408D427A7EBBF7691EA8B8E060B2C5766755E89DA597, ,2016-Mar-08 10:52:41,subject-type,shotgun
2374,1C8728B8D66423C7596FFCBB6FE253D346608A82D47D7C97872159CA32236D5B, ,2016-Mar-08 10:52:41,model,FN FAL
2375,9B2247BB099959EEAF2B910D09B0149AD0B2C453C1F3B6F8EED9A193DAE855D1, ,2016-Mar-07 07:00:42,quantity,2
2375,9B2247BB099959EEAF2B910D09B0149AD0B2C453C1F3B6F8EED9A193DAE855D1, ,2016-Mar-08 11:30:42,subject-type,handgun
2378,7B727023AFF86186181FDAD140B7A955ED0ED89FA61C2C547BA02C339A071087, ,2016-Mar-08 10:52:41,model,Glock
2380,C9FFFA7BC2F14666826759429DFFF7715397E0851DFFEF9324F19A8AACE697A1, ,2016-Mar-07 07:00:43,quantity,1
2380,C9FFFA7BC2F14666826759429DFFF7715397E0851DFFEF9324F19A8AACE697A1, ,2016-Mar-08 10:52:41,subject-type,rifle
2383,7284331E71CA0507AE2520C0724B6F9529EDF6187CFFD9836CE59CE0BE111EFC, ,2016-Mar-08 10:52:42,subject-type,shotgun
2385,F60633FB6AD3165BE1179E176045CAF30157F6D6A5F170FAC41F53FE2D47D165, ,2016-Mar-07 07:00:43,quantity,0
2386,6A7640989105204B3FE60692BD9F1A975CB1EED01659C9D3192BD2EA0DF137F9, ,2016-Mar-08 10:52:42,subject-type,handgun
2389,76EEC23AD8D640AE219995983988E4600D1FDE87AB88A8DD8F22A73792E82EDC, ,2016-Mar-08 10:52:42,subject-type,rifle
2390,0CCF8FA877DE8E32471319033A3AA90EEE2C31E89B40EADAA1CEF70C09354727, ,2016-Mar-07 07:00:43,quantity,1
2393,9CC4004D036FA88469284689A10AB3B79347A7A94BEFB39BE2846B335DDB5249, ,2016-Mar-08 10:52:42,model,Glock
2395,EA3CD7A0FC430FE0B17F16B9D7C215B3085C74EC19006FB41E4FCAE8B84119A2, ,2016-Mar-07 07:00:43,quantity,1
2396,C27933B4187CAE1C91EA3870E7E62F3C7499E63CEE212404DA52FAD40A683884, ,2016-Mar-08 10:52:42,subject-type,ammunition
2399,7380012497A1E2F1824B8FA3F418E1D7900F483E904C30A9A921F78C785ED9BC, ,2016-Mar-08 10:52:42,subject-type,handgun
2400,E9F496E50303627D1641E30D4AFB02520D6A3C847C49928948959582CE6AD8E1, ,2016-Mar-07 07:00:43,quantity,1
2402,B1ED7DD9A3791B5C174C19E854B105A7EC18BD0E6F9C3A23FBDAD03FE1AC9D5D, ,2016-Mar-08 10:52:42,model,AR
2405,02815E9A8394C30D5A03B7D27B599A8470F35A2D2FD2449761F0353FAD3F16B1, ,2016-Mar-07 07:00:43,quantity,0
2405,02815E9A8394C30D5A03B7D27B599A8470F35A2D2FD2449761F0353FAD3F16B1, ,2016-Mar-08 10:52:43,subject-type,other
2408,4E6903B1BD3EA5B5F92F410D2E7EA5F0B4B75FF9514812E174646A5267B6EB74, ,2016-Mar-08 10:52:43,subject-type,handgun
2410,642A926B788FBDD65336BCD1A36BBD1CAC32844E50EED3C32019688DABA23782, ,2016-Mar-07 07:00:43,quantity,0
2413,6F9C4F6035020D5C4BC5C52642FB23C78A2A8DACFC09ED926C30E83E1820AE63, ,2016-Mar-08 10:52:43,subject-type,ammunition
2415,8C7D63E6BA6C8191B4EA1112E4E671114D343BCD67F0C07431014423A21795A7, ,2016-Mar-07 07:00:43,quantity,1
2418,5D8252D7C070C962784896F4A9FB417BBBA2690EA401283F20064901D714F1D4, ,2016-Mar-08 10:52:43,model,AR
2420,2BEF072654A8B3E262EE1998F5A1D933959256F5854E00F24B0EAF60308F98C7, ,2016-Mar-07 07:00:43,quantity,1
2420,2BEF072654A8B3E262EE1998F5A1D933959256F5854E00F24B0EAF60308F98C7, ,2016-Mar-08 10:52:43,subject-type,rifle
2424,B4BF271CA025B6D939190EA0703E6D768758F02F0109B99E241EFB5AD06EAAEE, ,2016-Mar-08 10:52:44,subject-type,rifle
2425,E4E27D9668CBC9A85B1E2E3F933566E0E3048AB7CAD26E3B4CF6BA6FAE151524, ,2016-Mar-07 07:00:44,quantity,0
2427,63CD4DD75E57BD6E871D84FBBC97F32F226B67CBB4749D1A4E8A17FFDDFD8CDA, ,2016-Mar-08 11:30:44,subject-type,shotgun
2432,346945900C118B9453661CCB94F0332E05DD680683F218F05D532F22368E3F02, ,2016-Mar-08 11:30:44,subject-type,shotgun
2437,E4ED54F659243CA29CE0B4EB70234923DD96EAA484176622C4DC441C2777117A, ,2016-Mar-08 11:30:44,subject-type,shotgun
2442,706F12A2AD993CA6279CCEC4BC5BDB17F9985B3FCCED7BAEB68DCC2D36444540, ,2016-Mar-08 11:30:44,subject-type,shotgun
2447,3DFF2D3B8D63354C953A836774C76D8288CB0D5D2B1C2D1306A4135F1D5D64ED, ,2016-Mar-08 11:30:44,subject-type,shotgun
2452,88DE3E75377C9A5332C14A72A955FE7EBFD411A24765BB80996E37CF50940DFD, ,2016-Mar-08 11:30:44,subject-type,shotgun
2459,1DAB824E1504BC7D1292185618341A25426308B9FEE741C137DF11594C1BC165, ,2016-Mar-08 11:15:39,subject-type,shotgun
2464,68DBDD397CF4360FC2BAE6512C69898C3E4A71F4DBFA963FFEF9584B02A9F3F9, ,2016-Mar-08 11:15:39,subject-type,handgun
2469,4C6B0C6C413DE50539596A0BB66B073DD0136B37E5643B7BF98D333A39E9EBCD, ,2016-Mar-08 11:15:39,subject-type,shotgun
2474,8640D49D7A81FC8F40DFCB515F6D308F793751CD994B00C231C0BC03A1917271, ,2016-Mar-08 11:15:39,subject-type,rifle
2479,5E594659B546F91DD7C53FC918194117046937DE96660F97481BDCA389CFBCE8, ,2016-Mar-08 11:15:39,subject-type,shotgun
2484,4F74F576B6FC4C431ED4EC43AAC4618105419138301C0AAC3235F7088BC19CC4, ,2016-Mar-08 11:15:39,subject-type,shotgun
2489,BCF3FB1C631CB5D6D887E716D00472B97B6E29EF62D42D0D7F26A6E5E9D28C04, ,2016-Mar-08 11:15:40,subject-type,shotgun
2494,FF3AD5DB78887AA0023CD8DA2E379298F90FC05403E31CA106E6888D0E51D3C2, ,2016-Mar-08 11:15:40,subject-type,other
2499,C7EFBF0F0ED800645EE9D9A48548A8C68BBCBB280BB7AC97B29E1E4EA9460630, ,2016-Mar-08 11:15:40,subject-type,shotgun
2504,F5B71D7036738A07D343569CD70B06C5F61108DE984B3BC2226ED040AAA9E685, ,2016-Mar-08 11:15:40,subject-type,shotgun
2509,D274A440CD0389304846151F1442A23F6AE72773AEF3448D0F3C458232B0B408, ,2016-Mar-08 11:15:40,subject-type,shotgun
2514,5197AD19B2380D467C15CE6E4323499A8D817B910319FE5EB70DA437A810CF7C, ,2016-Mar-08 11:15:40,subject-type,shotgun
2519,FDAAE6B60CA1298399E7C84D99C67C30E06DDED8A95F72CC87A3964F364DBB85, ,2016-Mar-08 11:15:40,subject-type,shotgun
2524,6680DE8584EFD1E1B2BC5B8CE030463310DDDEE57E69D449574723D8039BD524, ,2016-Mar-08 11:15:41,subject-type,shotgun
2529,70D331D0D0AE0CEF447D2084ECF6E8B5A9520D641613ECD54D7624D84EB63CD2, ,2016-Mar-08 11:15:41,subject-type,shotgun
2534,B2247A83AD73B102940EE64B6ECBBEC4DE68DBF61C329C5EABB6EFB8FBFE6869, ,2016-Mar-08 11:15:41,subject-type,shotgun
2539,5387465FFD3D641BB3BB2843AF6704A355CA9369E00BEA06D97A9DBEEB1B2EBC, ,2016-Mar-08 11:15:41,subject-type,shotgun
2544,2039F45DEAF51C1EA8BDEB92FC8DF5A8BDA6E679D6F6BD9D520AA48402C1B952, ,2016-Mar-08 11:15:41,subject-type,handgun
